Case Number,Date,Primary Type,Description,Location Description,Arrest,District,Latitude,Longitude,removal_reason
JE624773,2020-08-24 14:01:37,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  PARK  ,True,22,,,null_coordinates
JC391819,2021-09-15 21:00:42,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,16,,,null_coordinates
JH208600,2021-06-08 00:00:00,BATTERY,BATTERY - DETAIL,STREET,False,14,,,null_coordinates
JH684536,2021-08-27 13:24:19,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  RESTAURANT  ,False,25A,,,null_coordinates
JE698673,2023-05-20 13:53:29,ROBBERY,ROBBERY - DETAIL,SIDEWALK,False,13,,,null_coordinates
JD490633,2020-11-16 00:00:00,ASSAULT,ASSAULT - DETAIL,GAS STATION,False,9,,,null_coordinates
JC950216,2023-06-08 10:21:38,THEFT,THEFT - DETAIL,  CTA PLATFORM  ,True,20,,,null_coordinates
JD432468,2024-05-09 00:00:00,THEFT,THEFT - DETAIL,  BANK  ,False,13,,,null_coordinates
JC481456,2023-11-09 17:28:47,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,RESTAURANT,False,8,,,null_coordinates
JG526635,2021-10-28 07:10:40,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,False,4,,,null_coordinates
JG443674,2020-01-27 21:33:05,ROBBERY,ROBBERY - DETAIL,  BANK  ,False,20,,,null_coordinates
JE244100,2023-01-31 00:00:00,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,04,,,null_coordinates
JE389946,2023-05-19 05:33:16,THEFT,THEFT - DETAIL,SIDEWALK,False,7,,,null_coordinates
JC891507,2023-08-14 15:33:05,THEFT,THEFT - DETAIL,RESIDENCE,True,25,,,null_coordinates
JD675601,2021-06-12 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,SIDEWALK,False,16,,,null_coordinates
JE243541,2021-10-27 01:14:51,BURGLARY,BURGLARY - DETAIL,PARKING LOT/GARAGE,False,24,,,null_coordinates
JC349468,2023-01-20 20:13:37,ASSAULT,ASSAULT - DETAIL,SIDEWALK,False,6,,,null_coordinates
JG382444,2021-05-07 07:36:47,BATTERY,BATTERY - DETAIL,APARTMENT,False,7,,,null_coordinates
JE525244,2024-07-16 01:06:19,ROBBERY,ROBBERY - DETAIL,PARK,False,13,,,null_coordinates
JC293313,2023-09-06 00:00:00,BATTERY,BATTERY - DETAIL,RESIDENCE,False,4,,,null_coordinates
JE364357,2021-10-08 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  PARK  ,True,4,,,null_coordinates
JG417923,2024-08-16 08:45:11,THEFT,THEFT - DETAIL,CTA PLATFORM,False,8,,,null_coordinates
JC773068,2020-04-02 03:08:55,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,  CTA PLATFORM  ,False,25,,,null_coordinates
JF215159,2022-10-26 00:00:00,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,11,,,null_coordinates
JG647386,2022-09-01 16:10:17,ASSAULT,ASSAULT - DETAIL,SIDEWALK,True,7,,,null_coordinates
JE352943,2020-03-26 00:00:00,BATTERY,BATTERY - DETAIL,  GROCERY/FOOD STORE  ,False,024,,,null_coordinates
JG905823,2024-12-25 00:00:00,BURGLARY,BURGLARY - DETAIL,RESTAURANT,False,19,,,null_coordinates
JC540114,2022-11-16 16:17:19,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,ALLEY,False,1,,,null_coordinates
JC457875,2024-12-07 00:00:00,BURGLARY,BURGLARY - DETAIL,  CTA PLATFORM  ,False,1,,,null_coordinates
JF296473,2024-09-03 07:05:27,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,False,17,,,null_coordinates
JD176130,2024-01-06 02:48:22,STALKING,STALKING - DETAIL,RESIDENCE,False,14,,,null_coordinates
JH226120,2021-05-11 10:05:59,BATTERY,BATTERY - DETAIL,  APARTMENT  ,False,19,,,null_coordinates
JG774254,2024-09-11 04:43:18,ROBBERY,ROBBERY - DETAIL,PARK,False,23,,,null_coordinates
JH822465,2024-12-24 00:00:00,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,SIDEWALK,False,18,,,null_coordinates
JH956755,2021-08-23 05:26:53,THEFT,THEFT - DETAIL,ALLEY,False,21A,,,null_coordinates
JG100097,2023-08-16 21:12:18,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,SIDEWALK,False,20,,,null_coordinates
JC122399,2024-04-10 00:00:00,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,9,,,null_coordinates
JD388628,2024-04-11 00:56:44,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESIDENCE,False,1,,,null_coordinates
JF345597,2021-06-19 00:00:00,ASSAULT,ASSAULT - DETAIL,  ALLEY  ,False,6,,,null_coordinates
JF409329,2023-03-28 12:31:46,THEFT,THEFT - DETAIL,RESTAURANT,False,8A,,,null_coordinates
JE860997,2024-06-01 02:48:25,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,SIDEWALK,False,9,,,null_coordinates
JH107993,2024-07-07 00:00:00,THEFT,THEFT - DETAIL,  GAS STATION  ,False,6,,,null_coordinates
JE658922,2024-09-08 14:58:45,ASSAULT,ASSAULT - DETAIL,ALLEY,False,20,,,null_coordinates
JH213707,2021-11-24 23:57:01,BATTERY,BATTERY - DETAIL,BANK,False,9,,,null_coordinates
JH340393,2021-05-28 00:00:00,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,False,1,,,null_coordinates
JC324549,2021-06-17 05:02:35,THEFT,THEFT - DETAIL,BANK,True,13,,,null_coordinates
JE709644,2024-10-20 10:36:13,THEFT,THEFT - DETAIL,BANK,True,10,,,null_coordinates
JD232937,2021-07-24 00:00:00,ASSAULT,ASSAULT - DETAIL,GAS STATION,True,6,,,null_coordinates
JD834285,2021-07-21 13:26:35,ROBBERY,ROBBERY - DETAIL,SIDEWALK,False,13,,,null_coordinates
JF352164,2021-05-02 01:15:47,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  RESTAURANT  ,False,13,,,null_coordinates
JC679104,2020-05-11 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GAS STATION,False,17,,,null_coordinates
JH131408,2021-09-09 19:50:06,OTHER OFFENSE,OTHER OFFENSE - DETAIL,BANK,False,23,,,null_coordinates
JC242795,2020-03-06 00:07:47,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GROCERY/FOOD STORE,False,13,,,null_coordinates
JF146156,2020-09-22 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,CTA PLATFORM,True,6,,,null_coordinates
JD897064,2023-10-24 04:24:12,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  ALLEY  ,False,17,,,null_coordinates
JE948924,2024-02-22 16:43:50,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  CTA PLATFORM  ,True,17,,,null_coordinates
JD714298,2021-10-13 00:00:00,BATTERY,BATTERY - DETAIL,APARTMENT,False,24,,,null_coordinates
JF189171,2024-07-28 18:42:49,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,20,,,null_coordinates
JG625772,2020-01-13 05:53:00,BATTERY,BATTERY - DETAIL,SIDEWALK,False,2,,,null_coordinates
JG636538,2023-11-20 12:47:41,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,True,12,,,null_coordinates
JE483999,2024-09-01 06:26:15,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,10,,,null_coordinates
JC997607,2023-12-07 00:00:00,ROBBERY,ROBBERY - DETAIL,RESIDENCE,False,10,,,null_coordinates
JG924729,2020-09-22 00:00:00,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,14,,,null_coordinates
JE909884,2020-08-18 16:59:40,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,False,1,,,null_coordinates
JE228356,2022-10-21 12:40:50,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,2,,,null_coordinates
JD105213,2022-08-13 18:23:33,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,False,19,,,null_coordinates
JD371226,2021-07-29 06:10:08,NARCOTICS,NARCOTICS - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,3,,,null_coordinates
JD286064,2021-12-01 13:36:07,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,RESTAURANT,False,16,,,null_coordinates
JC303272,2023-06-18 23:37:10,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  GAS STATION  ,False,25,,,null_coordinates
JD279171,2021-08-21 00:00:00,BATTERY,BATTERY - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,18,,,null_coordinates
JH893226,2021-03-08 11:44:53,THEFT,THEFT - DETAIL,CTA PLATFORM,False,12,,,null_coordinates
JD236850,2023-08-23 16:32:33,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,  SIDEWALK  ,False,21,,,null_coordinates
JD986088,2021-02-09 13:04:24,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,BANK,False,5,,,null_coordinates
JF471904,2020-06-26 00:00:00,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,11,,,null_coordinates
JG894462,2023-05-20 15:53:06,OTHER OFFENSE,OTHER OFFENSE - DETAIL,GAS STATION,False,13,,,null_coordinates
JF856153,2020-08-20 06:47:21,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,True,1,,,null_coordinates
JD124394,2023-04-14 00:00:00,ASSAULT,ASSAULT - DETAIL,CTA PLATFORM,True,21,,,null_coordinates
JG404716,2020-08-19 08:34:34,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,True,16,,,null_coordinates
JF866278,2023-07-13 03:56:25,ASSAULT,ASSAULT - DETAIL,SIDEWALK,False,22,,,null_coordinates
JE486265,2022-11-18 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,14,,,null_coordinates
JC370235,2023-10-21 00:22:11,BATTERY,BATTERY - DETAIL,  CTA PLATFORM  ,True,20,,,null_coordinates
JD228115,2023-08-16 00:00:00,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,RESIDENCE,False,2,,,null_coordinates
JE845857,2024-09-15 18:37:39,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,ALLEY,False,24,,,null_coordinates
JC576833,2024-06-28 00:00:00,NARCOTICS,NARCOTICS - DETAIL,GROCERY/FOOD STORE,False,11,,,null_coordinates
JG336682,2021-10-02 07:16:32,THEFT,THEFT - DETAIL,GAS STATION,True,9,,,null_coordinates
JG508253,2024-04-26 22:57:17,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,8,,,null_coordinates
JC234120,2021-06-04 09:12:30,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESTAURANT,False,16,,,null_coordinates
JC649317,2021-03-04 19:20:44,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESTAURANT,False,17,,,null_coordinates
JH376705,2022-11-08 03:20:08,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,RESTAURANT,False,18,,,null_coordinates
JC930558,2023-04-12 14:33:55,BATTERY,BATTERY - DETAIL,CTA PLATFORM,True,22,,,null_coordinates
JE715049,2022-03-25 00:00:00,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,16,,,null_coordinates
JD265337,2023-08-05 08:21:36,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESIDENCE,True,2,,,null_coordinates
JD408227,2024-01-11 17:11:42,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,False,4,,,null_coordinates
JG509563,2024-06-28 11:23:18,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,9,,,null_coordinates
JG371252,2020-01-23 00:00:00,THEFT,THEFT - DETAIL,GAS STATION,False,7,,,null_coordinates
JF904881,2024-12-25 00:00:00,BATTERY,BATTERY - DETAIL,RESTAURANT,False,17,,,null_coordinates
JH633804,2020-01-06 12:24:44,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,SIDEWALK,False,24,,,null_coordinates
JC292312,2020-09-25 11:33:37,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,STREET,False,17,,,null_coordinates
JF863420,2022-12-12 00:00:00,THEFT,THEFT - DETAIL,SIDEWALK,True,17,,,null_coordinates
JE608964,2022-09-22 04:14:56,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,BANK,False,8,,,null_coordinates
JG404507,2021-09-21 00:12:04,THEFT,THEFT - DETAIL,ALLEY,False,8,,,null_coordinates
JC872442,2022-05-29 00:26:16,ROBBERY,ROBBERY - DETAIL,  RESTAURANT  ,False,99,,,null_coordinates
JF345101,2023-11-15 14:59:35,CRIMINAL TRESPASS,CRIMINAL TRESPASS - DETAIL,RESTAURANT,False,99,,,null_coordinates
JE799427,2023-01-10 17:19:02,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,RESIDENCE,False,14,,,null_coordinates
JC290608,2023-11-29 21:56:01,BATTERY,BATTERY - DETAIL,ALLEY,False,99,,,null_coordinates
JF522424,2021-05-31 00:00:00,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,RESTAURANT,False,11,,,null_coordinates
JD898054,2023-08-16 22:52:55,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,GAS STATION,False,22,,,null_coordinates
JF446401,2023-02-21 00:00:00,BURGLARY,BURGLARY - DETAIL,  PARK  ,False,18,,,null_coordinates
JC748841,2022-04-21 03:57:12,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,  APARTMENT  ,False,22,,,null_coordinates
JF213618,2023-03-24 00:00:00,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,4,,,null_coordinates
JH795817,2021-06-10 07:24:53,OTHER OFFENSE,OTHER OFFENSE - DETAIL,PARK,False,18,,,null_coordinates
JC943668,2021-11-18 00:00:00,BATTERY,BATTERY - DETAIL,RESTAURANT,False,11,,,null_coordinates
JF525964,2020-02-01 23:35:57,THEFT,THEFT - DETAIL,ALLEY,False,16,,,null_coordinates
JC496672,2023-01-23 01:42:07,ROBBERY,ROBBERY - DETAIL,  PARKING LOT/GARAGE  ,False,11,,,null_coordinates
JD176340,2022-07-02 00:05:10,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,False,7,,,null_coordinates
JH203025,2024-12-02 09:25:42,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,22,,,null_coordinates
JF914972,2020-07-22 15:07:56,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,GROCERY/FOOD STORE,False,3,,,null_coordinates
JE972970,2024-12-06 00:00:00,BATTERY,BATTERY - DETAIL,STREET,False,17,,,null_coordinates
JE800779,2020-08-03 22:40:30,THEFT,THEFT - DETAIL,  SIDEWALK  ,False,10,,,null_coordinates
JE493416,2022-03-03 04:11:00,ROBBERY,ROBBERY - DETAIL,ALLEY,False,15,,,null_coordinates
JD437004,2024-11-24 06:53:31,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,STREET,False,1,,,null_coordinates
JG509718,2022-11-15 15:02:53,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,APARTMENT,False,5,,,null_coordinates
JH804007,2024-02-26 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,CTA PLATFORM,False,8,,,null_coordinates
JF725278,2023-09-26 07:19:57,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GAS STATION,False,10,,,null_coordinates
JE682446,2020-06-05 00:00:00,BATTERY,BATTERY - DETAIL,CTA PLATFORM,True,9,,,null_coordinates
JC170038,2021-02-03 06:23:03,BURGLARY,BURGLARY - DETAIL,GAS STATION,False,9,,,null_coordinates
JG123839,2022-11-09 11:42:05,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,GAS STATION,True,5,,,null_coordinates
JH649434,2024-04-07 00:00:00,ASSAULT,ASSAULT - DETAIL,STREET,False,13,,,null_coordinates
JG170420,2021-11-14 12:49:04,NARCOTICS,NARCOTICS - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,14,,,null_coordinates
JF429462,2021-03-04 00:00:00,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  RESTAURANT  ,False,18,,,null_coordinates
JH111158,2020-04-06 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,False,12,,,null_coordinates
JE498280,2021-09-25 23:32:07,ASSAULT,ASSAULT - DETAIL,GAS STATION,True,1,,,null_coordinates
JH349532,2023-09-26 07:54:10,BATTERY,BATTERY - DETAIL,GAS STATION,False,15,,,null_coordinates
JC701290,2020-09-17 12:57:09,ASSAULT,ASSAULT - DETAIL,GROCERY/FOOD STORE,False,9,,,null_coordinates
JF569226,2024-07-31 23:56:11,OTHER OFFENSE,OTHER OFFENSE - DETAIL,STREET,False,20,,,null_coordinates
JC145090,2021-10-11 16:26:04,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARK,False,14,,,null_coordinates
JH876907,2020-11-26 16:58:10,BATTERY,BATTERY - DETAIL,  CTA PLATFORM  ,False,06,,,null_coordinates
JH799689,2021-09-24 00:00:00,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,7,,,null_coordinates
JD302779,2021-07-24 13:00:27,BATTERY,BATTERY - DETAIL,GAS STATION,False,21,,,null_coordinates
JC854117,2023-12-11 07:28:46,BATTERY,BATTERY - DETAIL,  GAS STATION  ,False,6,,,null_coordinates
JF930895,2021-05-26 20:50:09,THEFT,THEFT - DETAIL,CTA PLATFORM,False,6,,,null_coordinates
JF289214,2024-12-09 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"  SCHOOL, PUBLIC, BUILDING  ",False,3,,,null_coordinates
JD791593,2024-03-18 06:36:24,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,8,,,null_coordinates
JG115552,2023-10-21 00:00:00,ASSAULT,ASSAULT - DETAIL,  RESIDENCE  ,True,1,,,null_coordinates
JG665260,2024-07-28 19:28:28,ASSAULT,ASSAULT - DETAIL,  GROCERY/FOOD STORE  ,True,7,,,null_coordinates
JD377776,2023-07-24 00:00:00,THEFT,THEFT - DETAIL,  ALLEY  ,False,2,,,null_coordinates
JF868071,2020-03-10 00:32:03,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESIDENCE,False,24,,,null_coordinates
JD865079,2023-12-13 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESIDENCE,False,,,,null_coordinates
JD824992,2020-09-25 22:52:54,HOMICIDE,HOMICIDE - DETAIL,SIDEWALK,False,23,,,null_coordinates
JF412619,2020-02-20 19:39:01,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,19,,,null_coordinates
JH949618,2022-08-27 21:04:45,ROBBERY,ROBBERY - DETAIL,GROCERY/FOOD STORE,True,11,,,null_coordinates
JE854354,2024-12-30 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,  BANK  ,False,1,,,null_coordinates
JC658049,2023-04-09 00:00:00,THEFT,THEFT - DETAIL,GROCERY/FOOD STORE,False,22,,,null_coordinates
JF617899,2022-11-13 00:00:00,BURGLARY,BURGLARY - DETAIL,SIDEWALK,False,20,,,null_coordinates
JC408453,2020-09-30 00:00:00,THEFT,THEFT - DETAIL,BANK,False,13,,,null_coordinates
JC875275,2020-11-29 16:31:41,THEFT,THEFT - DETAIL,APARTMENT,False,10,,,null_coordinates
JC987874,2021-10-02 09:32:38,BATTERY,BATTERY - DETAIL,  BANK  ,False,3,,,null_coordinates
JG927887,2021-12-24 00:00:00,BURGLARY,BURGLARY - DETAIL,RESTAURANT,False,23,,,null_coordinates
JF304019,2020-08-21 12:25:34,OTHER OFFENSE,OTHER OFFENSE - DETAIL,BANK,False,16,,,null_coordinates
JG126905,2023-08-13 00:00:00,BURGLARY,BURGLARY - DETAIL,RESIDENCE,False,24,,,null_coordinates
JC440133,2021-03-13 03:48:53,BATTERY,BATTERY - DETAIL,STREET,False,17,,,null_coordinates
JE739509,2022-02-15 00:45:02,BATTERY,BATTERY - DETAIL,GROCERY/FOOD STORE,False,19,,,null_coordinates
JC607771,2021-09-28 08:51:23,ROBBERY,ROBBERY - DETAIL,APARTMENT,False,21,,,null_coordinates
JD449820,2024-02-18 20:37:20,NARCOTICS,NARCOTICS - DETAIL,PARK,True,15,,,null_coordinates
JG931994,2024-09-09 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,RESTAURANT,False,14,,,null_coordinates
JF957251,2023-05-03 10:09:30,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,ALLEY,False,24,,,null_coordinates
JH107053,2024-06-24 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,False,4,,,null_coordinates
JG684483,2023-10-14 14:38:19,NARCOTICS,NARCOTICS - DETAIL,RESIDENCE,True,21,,,null_coordinates
JD456029,2021-02-27 14:34:28,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,SIDEWALK,False,16,,,null_coordinates
JD716899,2022-10-23 00:00:00,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,ALLEY,False,11,,,null_coordinates
JG925866,2021-12-23 03:07:18,THEFT,THEFT - DETAIL,PARKING LOT/GARAGE,False,8,,,null_coordinates
JG126629,2022-06-07 11:57:00,ASSAULT,ASSAULT - DETAIL,PARK,False,23,,,null_coordinates
JF992351,2021-09-22 17:41:14,ROBBERY,ROBBERY - DETAIL,PARK,False,23,,,null_coordinates
JG490598,2024-12-15 10:27:47,THEFT,THEFT - DETAIL,SIDEWALK,False,24,,,null_coordinates
JE318464,2024-12-07 07:16:28,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,PARKING LOT/GARAGE,False,22,,,null_coordinates
JF764186,2023-03-26 11:11:56,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,True,5,,,null_coordinates
JD332873,2023-01-08 22:20:40,ASSAULT,ASSAULT - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,24,,,null_coordinates
JD927145,2024-12-06 06:32:19,BURGLARY,BURGLARY - DETAIL,ALLEY,True,10,,,null_coordinates
JF736044,2024-05-28 18:24:36,THEFT,THEFT - DETAIL,  ALLEY  ,False,18,,,null_coordinates
JD107428,2022-12-26 14:57:31,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,16,,,null_coordinates
JF535544,2021-12-27 16:49:39,OTHER OFFENSE,OTHER OFFENSE - DETAIL,  APARTMENT  ,False,9,,,null_coordinates
JG613317,2022-02-11 16:56:14,BURGLARY,BURGLARY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,15,,,null_coordinates
JG503886,2021-08-02 00:00:00,BATTERY,BATTERY - DETAIL,ALLEY,False,25,,,null_coordinates
JF698966,2022-09-08 17:44:24,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,RESTAURANT,True,10,,,null_coordinates
JE441242,2020-11-26 03:41:58,BURGLARY,BURGLARY - DETAIL,GROCERY/FOOD STORE,False,17,,,null_coordinates
JD877939,2021-03-04 05:16:09,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,APARTMENT,False,19,,,null_coordinates
JE511561,2023-09-19 00:00:00,ASSAULT,ASSAULT - DETAIL,GAS STATION,False,12,,,null_coordinates
JC179023,2020-01-02 17:11:46,BURGLARY,BURGLARY - DETAIL,BANK,False,21,,,null_coordinates
JD417926,2022-06-03 00:41:34,ROBBERY,ROBBERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,6,,,null_coordinates
JF947502,2022-05-24 00:00:00,NARCOTICS,NARCOTICS - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,23,,,null_coordinates
JC950147,2024-02-18 04:48:11,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,ALLEY,False,6,,,null_coordinates
JC441263,2024-08-04 13:07:59,BATTERY,BATTERY - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,9,,,null_coordinates
JF256489,2024-10-06 13:54:33,BATTERY,BATTERY - DETAIL,GAS STATION,False,25,,,null_coordinates
JD156927,2021-08-24 14:25:21,THEFT,THEFT - DETAIL,"SCHOOL, PUBLIC, BUILDING",False,11,,,null_coordinates
JG799764,2022-10-06 22:28:38,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,RESTAURANT,False,1,,,null_coordinates
JD660977,2024-07-09 10:44:39,WEAPONS VIOLATION,WEAPONS VIOLATION - DETAIL,CTA PLATFORM,False,23,,,null_coordinates
JE391640,2022-07-30 17:23:24,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GROCERY/FOOD STORE,False,1,,,null_coordinates
JG347765,2023-09-12 00:00:00,BATTERY,BATTERY - DETAIL,PARKING LOT/GARAGE,False,13,,,null_coordinates
JE463737,2022-04-30 00:00:00,ASSAULT,ASSAULT - DETAIL,RESTAURANT,False,,,,null_coordinates
JD715387,2022-02-02 00:00:00,ROBBERY,ROBBERY - DETAIL,PARK,False,2,,,null_coordinates
JC963239,2022-12-06 12:22:53,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,BANK,False,13,,,null_coordinates
JF223815,2023-05-30 19:51:28,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,RESIDENCE,False,13,,,null_coordinates
JD246417,2021-06-21 00:00:00,MOTOR VEHICLE THEFT,MOTOR VEHICLE THEFT - DETAIL,GROCERY/FOOD STORE,False,2,,,null_coordinates
JF753235,2023-01-25 00:00:00,THEFT,THEFT - DETAIL,GAS STATION,False,16,,,null_coordinates
JF577462,2024-12-27 00:09:34,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,SIDEWALK,False,7,,,null_coordinates
JG493820,2022-09-10 22:41:25,BATTERY,BATTERY - DETAIL,STREET,True,13,,,null_coordinates
JH224413,2020-11-01 18:17:06,CRIMINAL DAMAGE,CRIMINAL DAMAGE - DETAIL,"SCHOOL, PUBLIC, BUILDING",True,99,,,null_coordinates
JG665852,2021-07-18 21:35:50,THEFT,THEFT - DETAIL,STREET,False,23,,,null_coordinates
JG506185,2022-01-07 00:00:00,ASSAULT,ASSAULT - DETAIL,  STREET  ,True,12,,,null_coordinates
JG899614,2021-06-03 19:54:07,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,BANK,False,17,,,null_coordinates
JF322311,2022-01-02 11:56:18,BURGLARY,BURGLARY - DETAIL,  APARTMENT  ,False,6,,,null_coordinates
JH342018,2022-05-01 21:50:59,DECEPTIVE PRACTICE,DECEPTIVE PRACTICE - DETAIL,RESIDENCE,False,18,,,null_coordinates
